"Method","accuracyGroup","samplingMethod","nUndersample","kOversample","max.depth","eta","nround","nthread","B","mean","lower","upper"
"XGBoost","accuracy.all","oversample",,3,100,0.25,4,8,50,0.996338461538462,0.994358974358974,0.997948717948718
"XGBoost","accuracy.all","oversample",,3,100,0.25,4,10,50,0.996389743589744,0.994076923076923,0.99874358974359
"XGBoost","accuracy.all","oversample",,3,100,0.25,4,12,50,0.9964,0.994358974358974,0.997948717948718
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,2,50,0.998482051282051,0.997435897435897,0.999487179487179
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,4,50,0.998348717948718,0.996641025641026,0.999769230769231
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,6,50,0.998666666666667,0.997435897435897,0.999487179487179
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,8,50,0.998369230769231,0.996641025641026,0.999487179487179
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,10,50,0.998389743589744,0.997435897435897,0.999487179487179
"XGBoost","accuracy.all","oversample",,3,100,0.25,6,12,50,0.998697435897436,0.997153846153846,0.999769230769231
"XGBoost","accuracy.all","oversample",,3,100,0.25,8,2,50,0.999384615384615,0.998692307692308,1
"XGBoost","accuracy.all","oversample",,3,100,0.25,8,4,50,0.999333333333333,0.998461538461539,1
"XGBoost","accuracy.all","oversample",,3,100,0.25,8,6,50,0.999210256410256,0.997948717948718,1
"XGBoost","accuracy.all","oversample",,3,100,0.25,8,8,50,0.999302564102564,0.998461538461539,1
