"Method","accuracyGroup","samplingMethod","nUndersample","kOversample","max.depth","eta","nround","nthread","B","mean","lower","upper"
"XGBoost","accuracy.high","undersample",1000,,50,0.1,8,4,50,0.421196892795987,0.33046875,0.505392156862745
"XGBoost","accuracy.high","undersample",1000,,50,0.1,8,6,50,0.421768655452047,0.310586469637497,0.523848684210526
"XGBoost","accuracy.high","undersample",1000,,50,0.1,8,8,50,0.428540291240297,0.330172413793103,0.542258064516129
"XGBoost","accuracy.high","undersample",1000,,50,0.1,8,10,50,0.422420846884207,0.315253411306043,0.561975867269985
"XGBoost","accuracy.high","undersample",1000,,50,0.1,8,12,50,0.405409091454775,0.30264064293915,0.55468594217348
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,2,50,0.412289802137459,0.311730205278592,0.514524291497976
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,4,50,0.422718653853013,0.333333333333333,0.51794380587484
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,6,50,0.404616570509589,0.320191409897292,0.490847686592367
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,8,50,0.413088298545202,0.324532437171245,0.492443064182195
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,10,50,0.420538339327644,0.319901315789474,0.55281762295082
"XGBoost","accuracy.high","undersample",1000,,50,0.1,10,12,50,0.417085129487702,0.313181818181818,0.511
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,2,50,0.422692662272195,0.320588235294118,0.517857142857143
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,4,50,0.419991693771735,0.318631790744467,0.514074595355384
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,6,50,0.410352313571251,0.288020833333333,0.490909090909091
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,8,50,0.410381921902809,0.31614481409002,0.52423887587822
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,10,50,0.414560429263548,0.318845500848896,0.505
"XGBoost","accuracy.high","undersample",1000,,50,0.1,12,12,50,0.410067905353015,0.309951331967213,0.509637439881613
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,2,50,0.377828739624675,0.280010395010395,0.5
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,4,50,0.411383321544074,0.30516393442623,0.5
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,6,50,0.398661601232235,0.289119737561509,0.501097770154374
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,8,50,0.400354362997773,0.297004414546983,0.496311475409836
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,10,50,0.40658090711655,0.297814039408867,0.538017212843429
"XGBoost","accuracy.high","undersample",1000,,50,0.25,2,12,50,0.397433226620286,0.309463276836158,0.483792815371763
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,2,50,0.436388669446499,0.322259424603175,0.538666666666667
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,4,50,0.409989100166921,0.316541353383459,0.496186440677966
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,6,50,0.419124038435683,0.321384615384615,0.5
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,8,50,0.409275039533088,0.309623323013416,0.510185185185185
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,10,50,0.425130521453493,0.313010204081633,0.56
"XGBoost","accuracy.high","undersample",1000,,50,0.25,4,12,50,0.417066272562258,0.333333333333333,0.490583601861797
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,2,50,0.419419443665105,0.323115384615385,0.51203560371517
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,4,50,0.420616057584752,0.305637254901961,0.526207037643208
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,6,50,0.413711385930518,0.311314655172414,0.50027417027417
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,8,50,0.415170209119485,0.298524332810047,0.523066037735849
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,10,50,0.419577595462608,0.329727047146402,0.491946396044757
"XGBoost","accuracy.high","undersample",1000,,50,0.25,6,12,50,0.428897772700324,0.327713397399661,0.540940170940171
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,2,50,0.434400416801471,0.346844262295082,0.559596616785947
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,4,50,0.429744586808664,0.341370038412292,0.514430468204053
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,6,50,0.433270839206818,0.341462736373749,0.544736842105263
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,8,50,0.411512975189419,0.315753424657534,0.532627118644068
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,10,50,0.428824176815983,0.340576036866359,0.510640631856077
"XGBoost","accuracy.high","undersample",1000,,50,0.25,8,12,50,0.413125434239986,0.299301219149569,0.520450928381963
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,2,50,0.433066222919439,0.341071878940731,0.53984867591425
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,4,50,0.42494517533691,0.339622641509434,0.516176470588235
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,6,50,0.424116085420161,0.324071344339623,0.513282967032967
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,8,50,0.443729294700249,0.304655172413793,0.560897435897436
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,10,50,0.429900538070973,0.30327380952381,0.54
"XGBoost","accuracy.high","undersample",1000,,50,0.25,10,12,50,0.429479324072333,0.284139784946237,0.559274193548387
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,2,50,0.437715402974444,0.319068825910931,0.517003367003367
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,4,50,0.441114839960123,0.345430672268908,0.533426573426573
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,6,50,0.439809662622846,0.342675585284281,0.5225
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,8,50,0.436921758933681,0.312105263157895,0.535998964803313
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,10,50,0.430471724415673,0.319327956989247,0.542494824016563
"XGBoost","accuracy.high","undersample",1000,,50,0.25,12,12,50,0.437548893748349,0.31663560111836,0.554662698412698
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,2,100,0.40440220484183,0.311418880723573,0.500396825396825
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,4,100,0.410132673521126,0.304924848097218,0.541017759562842
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,6,100,0.413017226588744,0.322451612903226,0.508318800139519
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,8,100,0.414980733029991,0.308636590229312,0.533452380952381
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,10,100,0.418163248690253,0.31218112244898,0.533410852713178
"XGBoost","accuracy.high","undersample",1000,,50,0.5,2,12,100,0.39369024108928,0.303098739495798,0.5
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,2,100,0.435681429725582,0.343558429118774,0.551055594651654
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,4,100,0.433209054144993,0.338440860215054,0.551816502463054
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,6,100,0.428770707936523,0.345423197492163,0.523907203907204
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,8,100,0.423058689594596,0.332863849765258,0.532258064516129
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,10,100,0.433056794030557,0.326305776547907,0.518728956228956
"XGBoost","accuracy.high","undersample",1000,,50,0.5,4,12,100,0.428819357018059,0.327915933098592,0.534610472541507
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,2,100,0.435172461721684,0.32757710475132,0.541127408685649
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,4,100,0.437017454271994,0.338440860215054,0.529607843137255
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,6,100,0.44421192263525,0.34767616191904,0.557810083513764
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,8,100,0.438322361159106,0.333333333333333,0.545632798573975
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,10,100,0.433117237927726,0.338475274725275,0.545540308747856
"XGBoost","accuracy.high","undersample",1000,,50,0.5,6,12,100,0.438177056658892,0.348149213655543,0.534877264757452
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,2,100,0.422018633869652,0.320626072041166,0.523848555815769
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,4,100,0.437989239706494,0.349712643678161,0.537303829252982
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,6,100,0.433705090039216,0.3325,0.527541347317467
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,8,100,0.433229512696227,0.333333333333333,0.550570175438597
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,10,100,0.432222060790678,0.307402031930334,0.543859649122807
"XGBoost","accuracy.high","undersample",1000,,50,0.5,8,12,100,0.435267848137464,0.339981132075472,0.535714285714286
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,2,100,0.439409113080936,0.315789473684211,0.571670702179177
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,4,100,0.437191891866703,0.333333333333333,0.532645161290323
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,6,100,0.434752957192604,0.31651267472163,0.54703125
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,8,100,0.44621051311461,0.340287372202266,0.54586038961039
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,10,100,0.424142047659748,0.316622807017544,0.518908382066277
"XGBoost","accuracy.high","undersample",1000,,50,0.5,10,12,100,0.440906133187978,0.35587752870421,0.5505
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,2,100,0.431069951266279,0.317657342657343,0.564025974025974
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,4,100,0.441694758507155,0.349772727272727,0.540198412698413
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,6,100,0.438447733900967,0.338925790196977,0.531274615109201
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,8,100,0.431600094240539,0.332338308457711,0.533518518518519
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,10,100,0.438083568845753,0.333333333333333,0.529554079696395
"XGBoost","accuracy.high","undersample",1000,,50,0.5,12,12,100,0.437141305592704,0.3496875,0.527909090909091
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,2,50,0.43953638898016,0.339622641509434,0.540540983606557
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,4,50,0.41009591732538,0.323857774502579,0.511
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,6,50,0.414520986826266,0.335191897654584,0.512407309322034
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,8,50,0.4361161354902,0.335875706214689,0.566136363636364
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,10,50,0.422690491245584,0.293010752688172,0.543375
"XGBoost","accuracy.high","undersample",1000,,50,0.75,2,12,50,0.424446338317111,0.340554511278195,0.527252453166815
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,2,50,0.432033458459958,0.33,0.552740147783251
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,4,50,0.441450453490555,0.320422535211268,0.552614379084967
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,6,50,0.43643902320474,0.3465625,0.536153846153846
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,8,50,0.451126262706169,0.316666666666667,0.557550441361917
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,10,50,0.45369621957882,0.333333333333333,0.546626984126984
"XGBoost","accuracy.high","undersample",1000,,50,0.75,4,12,50,0.442886715407507,0.318546798029557,0.611111111111111
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,2,50,0.448865489247786,0.352669491525424,0.541305084745763
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,4,50,0.441990934149279,0.352669491525424,0.529029605263158
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,6,50,0.446018351576809,0.328542220404825,0.547236842105263
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,8,50,0.436276698871592,0.333333333333333,0.536851520572451
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,10,50,0.441074211705671,0.34538961038961,0.567008547008547
"XGBoost","accuracy.high","undersample",1000,,50,0.75,6,12,50,0.431790989110497,0.312413793103448,0.529272667971298
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,2,50,0.464062157236111,0.381575231948366,0.538666666666667
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,4,50,0.448892409751566,0.350126724866235,0.57296875
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,6,50,0.44116265052656,0.324603174603175,0.554662698412698
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,8,50,0.435210220276484,0.327118644067797,0.533440677966102
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,10,50,0.434769771376709,0.348325892857143,0.517580049261084
"XGBoost","accuracy.high","undersample",1000,,50,0.75,8,12,50,0.454053327146898,0.33046875,0.59021164021164
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,2,50,0.452222599998196,0.33288810483871,0.551964285714286
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,4,50,0.437996381564026,0.333333333333333,0.523066037735849
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,6,50,0.436605419443445,0.355564228367529,0.513768796992481
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,8,50,0.439706880495147,0.324234028683181,0.533965517241379
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,10,50,0.449056865427937,0.343010752688172,0.546567796610169
"XGBoost","accuracy.high","undersample",1000,,50,0.75,10,12,50,0.439218024359922,0.353205128205128,0.530528846153846
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,2,50,0.450584224243034,0.36974358974359,0.541430499325236
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,4,50,0.447690909811332,0.36675,0.54634974533107
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,6,50,0.438337677059112,0.341071878940731,0.532995951417004
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,8,50,0.436924347807281,0.339440677966102,0.533106219426974
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,10,50,0.437965678994776,0.335172413793103,0.550798565840939
"XGBoost","accuracy.high","undersample",1000,,50,0.75,12,12,50,0.451786374469701,0.385222672064777,0.541430499325236
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,2,50,0.42484173212291,0.326372549019608,0.524375
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,4,50,0.4251761745452,0.33046875,0.517321428571429
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,6,50,0.436263843130392,0.32,0.552307692307692
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,8,50,0.445256809395544,0.360587284482759,0.520555840163934
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,10,50,0.435550608424415,0.340833333333333,0.547112462006079
"XGBoost","accuracy.high","undersample",1000,,50,0.9,2,12,50,0.436195875739473,0.317710309930424,0.559166666666667
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,2,50,0.462409912064482,0.3421875,0.568076923076923
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,4,50,0.443628910466955,0.339855072463768,0.551069741594887
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,6,50,0.444343391946582,0.35421875,0.542857142857143
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,8,50,0.450379728869458,0.373134328358209,0.546072796934866
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,10,50,0.450400327777522,0.350833333333333,0.574490950226244
"XGBoost","accuracy.high","undersample",1000,,50,0.9,4,12,50,0.44848107391338,0.332674632352941,0.560466845078799
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,2,50,0.445082451539299,0.358335680090115,0.551102941176471
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,4,50,0.451031358566546,0.365441176470588,0.528407960199005
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,6,50,0.445816102029954,0.365064836003051,0.524941037735849
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,8,50,0.440407786029948,0.361997019374069,0.537735849056604
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,10,50,0.448852872562673,0.352380952380952,0.55
"XGBoost","accuracy.high","undersample",1000,,50,0.9,6,12,50,0.441428611784563,0.33046875,0.5473259762309
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,2,50,0.433231509029433,0.333333333333333,0.534886499402628
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,4,50,0.436644641050038,0.33046875,0.531517445687953
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,6,50,0.457995814826084,0.347508015155931,0.566666666666667
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,8,50,0.426766319002296,0.319518428840463,0.534383088869715
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,10,50,0.441589386646803,0.336849607982894,0.543088942307692
"XGBoost","accuracy.high","undersample",1000,,50,0.9,8,12,50,0.43788836461582,0.356476997578693,0.504508196721311
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,2,50,0.451079301790885,0.352342047930283,0.578840579710145
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,4,50,0.436871221649401,0.324774894067797,0.551166328600406
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,6,50,0.44609732988103,0.358733675373134,0.564847883597884
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,8,50,0.438211755831899,0.3296875,0.517321428571429
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,10,50,0.43304982511834,0.344107142857143,0.539890710382513
"XGBoost","accuracy.high","undersample",1000,,50,0.9,10,12,50,0.451239223741584,0.334725725094578,0.556057596822244
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,2,50,0.453037702911902,0.377978883861237,0.528449197860963
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,4,50,0.434479225005313,0.323148148148148,0.546626984126984
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,6,50,0.445085201269639,0.32765625,0.530708430913349
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,8,50,0.447764296798174,0.346961944355612,0.536671087533156
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,10,50,0.436287816634459,0.329961727720066,0.531782608695652
"XGBoost","accuracy.high","undersample",1000,,50,0.9,12,12,50,0.448157724823441,0.344501879699248,0.530473098330241
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,2,50,0.410700775692371,0.297988505747126,0.513768796992481
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,4,50,0.427863811080763,0.33823016564952,0.528912466843501
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,6,50,0.428948393590699,0.317393924783028,0.517241379310345
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,8,50,0.43950438666045,0.333333333333333,0.598421052631579
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,10,50,0.440044008750638,0.32507560483871,0.574450549450549
"XGBoost","accuracy.high","undersample",1000,,50,0.95,2,12,50,0.43306329226822,0.31699196326062,0.561195286195286
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,2,50,0.436381439733549,0.346969696969697,0.509136047666336
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,4,50,0.448403939909258,0.361465638148668,0.545755968169761
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,6,50,0.42525685582571,0.320149253731343,0.530336334745763
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,8,50,0.448084457639802,0.329669887278583,0.555602240896358
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,10,50,0.451110131674379,0.365079365079365,0.543920595533499
"XGBoost","accuracy.high","undersample",1000,,50,0.95,4,12,50,0.452055703725366,0.351950254381006,0.550841799709724
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,2,50,0.444230032115972,0.35965625,0.536671087533156
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,4,50,0.45055749639886,0.36875,0.554786324786325
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,6,50,0.432312668914825,0.327413793103448,0.528939393939394
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,8,50,0.435471460983662,0.330714285714286,0.521428571428571
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,10,50,0.460480198986227,0.343433179723502,0.600160578081092
"XGBoost","accuracy.high","undersample",1000,,50,0.95,6,12,50,0.421750463474837,0.333333333333333,0.501466352448285
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,2,50,0.428932763169384,0.327692307692308,0.537975543478261
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,4,50,0.428981670050177,0.341521898703205,0.515411764705882
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,6,50,0.439943361710708,0.36578947368421,0.538305084745763
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,8,50,0.445816338509294,0.344142857142857,0.550446428571428
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,10,50,0.435689466906925,0.31998778998779,0.50948275862069
"XGBoost","accuracy.high","undersample",1000,,50,0.95,8,12,50,0.43979453214254,0.32741935483871,0.533255269320843
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,2,50,0.433732364380727,0.316899710703954,0.540384615384615
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,4,50,0.433168600778952,0.324975369458128,0.50948275862069
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,6,50,0.449712246760371,0.337442922374429,0.557183098591549
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,8,50,0.453720722311766,0.351805985552116,0.578036437246964
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,10,50,0.428386739863492,0.340576036866359,0.51640434192673
"XGBoost","accuracy.high","undersample",1000,,50,0.95,10,12,50,0.452646099310313,0.368171976492422,0.52507307998937
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,2,50,0.440604176589354,0.353348416289593,0.53578132927448
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,4,50,0.448660170653827,0.35632183908046,0.559322033898305
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,6,50,0.453325554629298,0.364137931034483,0.566657279639538
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,8,50,0.438968983795926,0.349021681649921,0.523377281947262
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,10,50,0.453991807120248,0.370689655172414,0.558771929824561
"XGBoost","accuracy.high","undersample",1000,,50,0.95,12,12,50,0.446222463405641,0.354831932773109,0.534735849056604
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,2,50,0.40096522973065,0.295098039215686,0.510185185185185
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,4,50,0.389693057786561,0.28077868852459,0.490754716981132
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,6,50,0.409271341014192,0.289929742388759,0.512407309322034
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,8,50,0.390122360247203,0.288681318681319,0.501370967741935
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,10,50,0.379338291043707,0.266730523627075,0.468306288032454
"XGBoost","accuracy.high","undersample",1000,,100,0.1,2,12,50,0.397734837051739,0.313811475409836,0.493382352941176
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,2,50,0.399085744954364,0.291353383458647,0.517936354869817
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,4,50,0.397674702458859,0.295417422867514,0.505
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,6,50,0.39295949465068,0.299179104477612,0.516050170068027
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,8,50,0.407962434489029,0.299035087719298,0.519411764705882
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,10,50,0.407272327522408,0.314237012987013,0.5
"XGBoost","accuracy.high","undersample",1000,,100,0.1,4,12,50,0.407432409899293,0.306679104477612,0.507625948930297
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,2,50,0.406903792586822,0.290833333333333,0.521973684210526
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,4,50,0.41210472481499,0.309394703656999,0.520112179487179
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,6,50,0.413647792494552,0.288978494623656,0.524697336561743
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,8,50,0.419893920806232,0.285295055821372,0.552957184325109
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,10,50,0.402122491299653,0.299749373433584,0.504661016949153
"XGBoost","accuracy.high","undersample",1000,,100,0.1,6,12,50,0.419951059495223,0.330597014925373,0.508349541539316
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,2,50,0.408920563964337,0.316666666666667,0.505911330049261
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,4,50,0.403990341832731,0.297676056338028,0.511670702179177
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,6,50,0.419598348204029,0.339437331536388,0.501500154655119
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,8,50,0.413312570215257,0.313092297327644,0.518311824206488
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,10,50,0.417466438335995,0.335074626865672,0.5
"XGBoost","accuracy.high","undersample",1000,,100,0.1,8,12,50,0.440033571071763,0.32514495985727,0.543578465869106
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,2,50,0.413855828690881,0.316277890466531,0.513573667711599
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,4,50,0.422082269519728,0.314207650273224,0.515090909090909
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,6,50,0.422578296433903,0.338787878787879,0.512980225988701
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,8,50,0.411734671702337,0.305296610169492,0.492067124332571
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,10,50,0.412259770932598,0.320310213637694,0.522232304900181
"XGBoost","accuracy.high","undersample",1000,,100,0.1,10,12,50,0.406549732140694,0.335446009389671,0.508085430968726
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,2,50,0.431912427433266,0.338020833333333,0.52390920554855
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,4,50,0.431020331821332,0.353348214285714,0.5375
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,6,50,0.448047127669408,0.349404761904762,0.538235294117647
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,8,50,0.411314579878872,0.33,0.522258064516129
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,10,50,0.407859522998574,0.328229944029851,0.509821428571429
"XGBoost","accuracy.high","undersample",1000,,100,0.1,12,12,50,0.431735922914706,0.348447204968944,0.543448275862069
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,2,50,0.40325580801134,0.306015559877744,0.504824561403509
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,4,50,0.395211298115672,0.315005417118093,0.481160968660969
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,6,50,0.399177324630825,0.316888642249353,0.489148936170213
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,8,50,0.405718763523872,0.285332661290323,0.518770284890011
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,10,50,0.398020897663667,0.315332512315271,0.478336466165413
"XGBoost","accuracy.high","undersample",1000,,100,0.25,2,12,50,0.413390046169498,0.285064338235294,0.533481646273637
"XGBoost","accuracy.high","undersample",1000,,100,0.25,4,2,50,0.405439222522897,0.303325871442277,0.514461538461538
"XGBoost","accuracy.high","undersample",1000,,100,0.25,4,4,50,0.419225328131353,0.325,0.531238244514107
"XGBoost","accuracy.high","undersample",1000,,100,0.25,4,6,50,0.40725688450509,0.323930982745686,0.533
