"Method","accuracyGroup","samplingMethod","nUndersample","kOversample","max.depth","eta","nround","nthread","B","mean","lower","upper"
"XGBoost","accuracy.all","none",,,100,0.75,8,8,50,0.940451282051282,0.934358974358974,0.948205128205128
"XGBoost","accuracy.all","none",,,200,0.5,10,8,50,0.940451282051282,0.933564102564103,0.949282051282051
"XGBoost","accuracy.all","none",,,200,0.95,6,4,50,0.940451282051282,0.93174358974359,0.947179487179487
"XGBoost","accuracy.all","none",,,100,0.75,6,6,50,0.940441025641026,0.932384615384615,0.950076923076923
"XGBoost","accuracy.all","none",,,100,0.9,6,12,50,0.940441025641026,0.933282051282051,0.947461538461538
"XGBoost","accuracy.all","none",,,250,0.5,12,6,50,0.940430769230769,0.932769230769231,0.947974358974359
"XGBoost","accuracy.all","none",,,100,0.5,8,10,50,0.940420512820513,0.932307692307692,0.947512820512821
"XGBoost","accuracy.all","none",,,100,0.95,12,8,50,0.940420512820513,0.93351282051282,0.948717948717949
"XGBoost","accuracy.all","none",,,150,0.95,8,2,50,0.940420512820513,0.933333333333333,0.947230769230769
"XGBoost","accuracy.all","none",,,150,0.95,10,12,50,0.940420512820513,0.93225641025641,0.947974358974359
"XGBoost","accuracy.all","none",,,150,0.5,10,8,50,0.940410256410256,0.933846153846154,0.947692307692308
"XGBoost","accuracy.all","none",,,150,0.75,6,8,50,0.940410256410256,0.933846153846154,0.947230769230769
"XGBoost","accuracy.all","none",,,100,0.9,6,2,50,0.9404,0.932025641025641,0.949282051282051
"XGBoost","accuracy.all","none",,,50,0.75,12,10,50,0.940389743589744,0.933794871794872,0.947692307692308
"XGBoost","accuracy.all","none",,,50,0.95,12,4,50,0.940389743589744,0.93351282051282,0.947179487179487
"XGBoost","accuracy.all","none",,,250,0.95,12,6,50,0.940379487179487,0.931974358974359,0.947461538461538
"XGBoost","accuracy.all","none",,,50,0.9,12,12,50,0.940369230769231,0.93225641025641,0.947461538461538
"XGBoost","accuracy.all","none",,,100,0.95,8,2,50,0.940369230769231,0.932820512820513,0.949
"XGBoost","accuracy.all","none",,,200,0.75,10,4,50,0.940369230769231,0.933282051282051,0.94825641025641
"XGBoost","accuracy.all","none",,,250,0.75,10,4,50,0.940369230769231,0.932820512820513,0.948025641025641
"XGBoost","accuracy.all","none",,,150,0.9,10,10,50,0.940358974358974,0.930333333333333,0.949102564102564
"XGBoost","accuracy.all","none",,,50,0.5,12,10,50,0.940358974358974,0.933564102564103,0.950871794871795
"XGBoost","accuracy.all","none",,,100,0.9,8,8,50,0.940358974358974,0.932205128205128,0.946948717948718
"XGBoost","accuracy.all","none",,,150,0.25,12,10,50,0.940358974358974,0.931794871794872,0.948205128205128
"XGBoost","accuracy.all","none",,,150,0.9,10,2,50,0.940358974358974,0.932769230769231,0.946948717948718
"XGBoost","accuracy.all","none",,,250,0.75,8,10,50,0.940358974358974,0.933794871794872,0.94774358974359
"XGBoost","accuracy.all","none",,,100,0.9,8,10,50,0.940348717948718,0.933794871794872,0.945410256410256
"XGBoost","accuracy.all","none",,,100,0.95,10,8,50,0.940348717948718,0.933333333333333,0.947179487179487
"XGBoost","accuracy.all","none",,,200,0.9,8,10,50,0.940348717948718,0.934358974358974,0.947179487179487
"XGBoost","accuracy.all","none",,,100,0.75,6,10,50,0.940338461538462,0.931230769230769,0.94774358974359
"XGBoost","accuracy.all","none",,,250,0.95,10,6,50,0.940338461538462,0.932769230769231,0.94951282051282
"XGBoost","accuracy.all","none",,,50,0.75,8,4,50,0.940328205128205,0.934076923076923,0.948025641025641
"XGBoost","accuracy.all","none",,,150,0.75,8,12,50,0.940328205128205,0.930102564102564,0.94774358974359
"XGBoost","accuracy.all","none",,,150,0.75,12,8,50,0.940328205128205,0.931923076923077,0.947230769230769
"XGBoost","accuracy.all","none",,,200,0.9,12,10,50,0.940328205128205,0.931461538461539,0.948205128205128
"XGBoost","accuracy.all","none",,,200,0.5,10,12,50,0.940317948717949,0.933051282051282,0.948769230769231
"XGBoost","accuracy.all","none",,,50,0.95,8,8,50,0.940307692307692,0.934076923076923,0.94774358974359
"XGBoost","accuracy.all","none",,,200,0.95,12,6,50,0.940297435897436,0.932538461538462,0.947692307692308
"XGBoost","accuracy.all","none",,,100,0.75,12,2,50,0.940287179487179,0.931461538461539,0.948307692307692
"XGBoost","accuracy.all","none",,,250,0.75,10,8,50,0.940287179487179,0.933333333333333,0.949
"XGBoost","accuracy.all","none",,,150,0.9,10,12,50,0.940276923076923,0.933333333333333,0.949051282051282
"XGBoost","accuracy.all","none",,,200,0.75,10,2,50,0.940276923076923,0.932820512820513,0.946153846153846
